Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2023-08-06T09:15:38.329166Z,NVDA,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,6,,USD 0,USD,1.1018
2023-08-06T09:15:38.332790Z,KD,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,0.8,,USD 0,USD,1.1018
2023-08-06T09:15:38.336923Z,AMD,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,9.24582666,,USD 0,USD,1.1018
2023-08-06T09:15:38.341218Z,JD,TRANSFER FROM REVOLUT TRADING LTD TO REVOLUT SECURITIES EUROPE UAB,5,,USD 0,USD,1.1018
2023-09-01T03:41:45.757428Z,,CUSTODY FEE,,,USD -0.94,USD,1.0859
2023-09-05T11:07:12.533461Z,INTC,DIVIDEND,,,USD 0.64,USD,1.0755
2023-09-12T08:48:39.111656Z,IBM,DIVIDEND,,,USD 11.29,USD,1.0736
2023-09-15T11:12:19.256120Z,MSFT,DIVIDEND,,,USD 1.41,USD,1.0674
2023-09-29T11:09:13.154916Z,NVDA,DIVIDEND,,,USD 0.20,USD,1.0625
2023-10-01T06:22:52.687444Z,,CUSTODY FEE,,,USD -0.83,USD,1.0595
2023-11-02T06:10:58.529759Z,,CUSTODY FEE,,,USD -0.79,USD,1.0617
2023-11-20T15:30:00.813885Z,,CASH TOP-UP,,,USD 143.22,USD,1.0948
2023-11-20T15:30:01.566Z,IBM,BUY - MARKET,0.99801192,USD 153.52,USD 153.21,USD,1.0948
2023-11-28T16:44:25.025Z,SPCE,SELL - MARKET,20,USD 2.10,USD 42,USD,1.1013
2023-12-01T08:27:15.342187Z,,CUSTODY FEE,,,USD -0.91,USD,1.0919
2023-12-04T15:26:54.664690Z,INTC,DIVIDEND,,,USD 0.64,USD,1.0834
2023-12-12T12:22:59.754842Z,IBM,DIVIDEND,,,USD 11.29,USD,1.0822
2023-12-14T14:30:11.128Z,SPCE,BUY - MARKET,19.976,USD 2.50,USD 50,USD,1.0973
2023-12-18T19:20:17.539225Z,MSFT,DIVIDEND,,,USD 1.56,USD,1.0936
2023-12-26T06:45:09.549461Z,,CASH TOP-UP,,,USD 150,USD,1.1047
2023-12-26T14:30:00.951Z,IBM,BUY - MARKET,0.92478421,USD 162.20,USD 150,USD,1.1044
2023-12-29T13:33:40.508786Z,NVDA,DIVIDEND,,,USD 0.20,USD,1.1076
2024-01-01T05:37:10.401643Z,,CUSTODY FEE,,,USD -1.02,USD,1.1060
2024-02-02T10:53:22.299375Z,,CUSTODY FEE,,,USD -1.08,USD,1.0905
2024-02-05T13:35:14.413745Z,,CASH TOP-UP,,,USD 108,USD,1.0766
2024-02-05T14:30:02.757Z,AAPL,BUY - MARKET,0.58850428,USD 188.07,USD 110.68,USD,1.0762
2024-02-05T15:30:08.367544Z,,CASH TOP-UP,,,USD 100,USD,1.0756
2024-02-05T15:30:09.354Z,NVO,BUY - MARKET,0.84434604,USD 117.17,USD 100.01,USD,1.0756
2024-02-17T00:19:52.341155Z,AAPL,DIVIDEND,,,USD 0.12,USD,1.0799
2024-03-04T15:20:15.773321Z,INTC,DIVIDEND,,,USD 0.64,USD,1.0886
2024-03-05T15:33:09.282248Z,,CASH TOP-UP,,,USD 99.25,USD,1.0892
2024-03-05T15:33:10.660Z,NVO,BUY - MARKET,0.8016906,USD 124.74,USD 100,USD,1.0892
2024-03-12T10:40:16.998175Z,IBM,DIVIDEND,,,USD 14,USD,1.0955
2024-03-15T14:47:53.725918Z,MSFT,DIVIDEND,,,USD 1.56,USD,1.0911
2024-03-28T13:43:59.528812Z,NVDA,DIVIDEND,,,USD 0.20,USD,1.0827
2024-04-05T10:37:27.323222Z,NVO,DIVIDEND,,,USD 1.09,USD,1.0859
2024-04-05T14:37:04.879916Z,,CASH TOP-UP,,,USD 83.15,USD,1.0844
2024-04-05T14:37:06.008Z,NVO,BUY - MARKET,0.79638378,USD 125.57,USD 100,USD,1.0844
2024-05-01T10:52:39.246611Z,JD,DIVIDEND,,,USD 3.70,USD,1.0692
2024-05-15T13:30:00.569Z,ON,SELL - MARKET,6.07594936,USD 74.42,USD 452.15,USD,1.0879
2024-05-15T13:30:00.914Z,KD,SELL - MARKET,0.8,USD 27.98,USD 21.28,USD,1.0879
2024-05-15T13:37:02.587Z,GME,BUY - MARKET,3,USD 41.79,USD 126.45,USD,1.0877
2024-05-15T15:23:46.985Z,GME,BUY - MARKET,3,USD 34.04,USD 103.21,USD,1.0890
2024-05-17T11:34:10.426097Z,AAPL,DIVIDEND,,,USD 0.12,USD,1.0866
2024-05-23T19:00:21.283375Z,,CASH WITHDRAWAL,,,USD -247.59,USD,1.0828
2024-05-30T18:26:33.799150Z,,CASH TOP-UP,,,USD 354,USD,1.0861
2024-05-30T18:27:06.572Z,AN,BUY - MARKET,0.65104744,USD 168.96,USD 110,USD,1.0861
2024-05-30T18:27:32.836Z,AMKR,BUY - MARKET,3.31063829,USD 32.90,USD 109.99,USD,1.0861
2024-05-30T18:28:07.858Z,TSM,BUY - MARKET,0.70974258,USD 153.45,USD 109.99,USD,1.0861
2024-05-30T18:35:04.170852Z,,CASH TOP-UP,,,USD 50,USD,1.0861
2024-05-30T18:35:41.832Z,TSM,BUY - MARKET,0.29025742,USD 153.45,USD 45.62,USD,1.0861
2024-05-30T18:48:02.232Z,AMKR,BUY - MARKET,0.68936171,USD 32.78,USD 23.68,USD,1.0862
2024-05-30T18:51:09.220370Z,,CASH TOP-UP,,,USD 60,USD,1.0862
2024-05-30T18:51:40.937Z,AN,BUY - MARKET,0.34895256,USD 168.73,USD 59.96,USD,1.0862
2024-06-03T06:40:14.189772Z,,CASH TOP-UP,,,USD 240,USD,1.0875
2024-06-04T09:42:34.517595Z,INTC,DIVIDEND,,,USD 0.64,USD,1.0901
2024-06-04T19:05:03.565Z,GME,BUY - MARKET,5,USD 27.14,USD 136.81,USD,1.0902
2024-06-10T12:42:56.185Z,GME,BUY - LIMIT,3,USD 28.90,USD 87.76,USD,1.0775
2024-06-10T13:00:37.346380Z,NVDA,STOCK SPLIT,54,,USD 0,USD,1.0763
2024-06-11T08:51:41.338772Z,IBM,DIVIDEND,,,USD 16.57,USD,1.0770
2024-06-11T09:19:41.672692Z,IBM,DIVIDEND TAX (CORRECTION),,,USD -2.49,USD,1.0774
2024-06-14T10:58:53.418781Z,MSFT,DIVIDEND,,,USD 1.56,USD,1.0721
2024-06-17T07:51:50.685880Z,SPCE,STOCK SPLIT,-113.9772,,USD 0,USD,1.0716
2024-06-18T12:25:54.329712Z,GOOGL,DIVIDEND,,,USD 0.34,USD,1.0735
2024-06-20T08:00:00.015Z,AMKR,SELL - LIMIT,4,USD 41.10,USD 163.31,USD,1.0747
2024-06-20T08:00:00.024Z,TSM,SELL - LIMIT,1,USD 186,USD 184.91,USD,1.0747
2024-06-20T10:07:07.317Z,BMY,BUY - LIMIT,4,USD 40.80,USD 164.27,USD,1.0752
2024-06-20T13:30:01.865Z,ADBE,BUY - MARKET,0.35764723,USD 528.23,USD 189.99,USD,1.0747
2024-06-25T07:35:26.279755Z,AMKR,DIVIDEND,,,USD 0.26,USD,1.0749
2024-06-25T18:27:37.547Z,NVDA,SELL - MARKET,10,USD 124.92,USD 1249.17,USD,1.0739
2024-06-25T18:29:33.295Z,AMKR,BUY - MARKET,30,USD 38.65,USD 1162.40,USD,1.0740
2024-06-25T18:31:38.021Z,NVDA,SELL - MARKET,10,USD 124.97,USD 1246.55,USD,1.0740
2024-06-25T18:32:12.597Z,IBM,BUY - MARKET,7.07720987,USD 172.50,USD 1223.84,USD,1.0740
2024-06-26T11:25:52.281Z,ZNTL,BUY - LIMIT,31,USD 4.20,USD 130.20,USD,1.0705
2024-06-26T11:53:51.283089Z,,CASH TOP-UP,,,USD 32.65,USD,1.0709
2024-06-27T07:01:54.134833Z,,CASH TOP-UP,,,USD 106,USD,1.0715
2024-07-01T10:37:33.820975Z,NVDA,DIVIDEND,,,USD 0.51,USD,1.0776
2024-07-05T13:32:08.613Z,INTC,BUY - STOP,4,USD 31.45,USD 125.80,USD,1.0850
2024-07-15T09:17:34.967363Z,TSM,DIVIDEND,,,USD 0.42,USD,1.0933
2024-07-15T16:24:22.314699Z,,CASH TOP-UP,,,USD 0.42,USD,1.0929
2024-07-15T16:24:29.524896Z,,CASH TOP-UP,,,USD 0.03,USD,1.0929
2024-07-15T16:24:36.047Z,SPCE,BUY - MARKET,3,USD 7.80,USD 23.40,USD,1.0929
2024-08-02T09:07:14.981288Z,BMY,DIVIDEND,,,USD 2.04,USD,1.0836
2024-08-16T15:19:58.815692Z,AAPL,DIVIDEND,,,USD 0.12,USD,1.1012
2024-08-28T10:07:14.373402Z,NVO,DIVIDEND,,,USD 0.88,USD,1.1151
2024-09-04T09:02:58.195045Z,INTC,DIVIDEND,,,USD 1.06,USD,1.1073
2024-09-09T12:38:51.762683Z,,CASH TOP-UP,,,USD 43,USD,1.1067
2024-09-09T12:39:51.847624Z,,CASH TOP-UP,,,USD 0.12,USD,1.1067
2024-09-10T10:13:49.190194Z,,CASH TOP-UP,,,USD 370,USD,1.1058
2024-09-10T10:14:33.499034Z,,CASH TOP-UP,,,USD 16,USD,1.1058
2024-09-10T10:16:16Z,US298785JU14,BUY - MARKET,0.4,USD 1029.18,USD 412.77,USD,1.1056
2024-09-11T10:58:31.355583Z,IBM,DIVIDEND,,,USD 24.13,USD,1.1068
2024-09-13T10:15:30.824537Z,MSFT,DIVIDEND,,,USD 1.56,USD,1.1111
2024-09-17T10:22:09.500197Z,GOOGL,DIVIDEND,,,USD 0.34,USD,1.1157
2024-09-17T16:04:49.642Z,AMD,SELL - MARKET,3.24582666,USD 152.72,USD 495.69,USD,1.1138
2024-09-17T16:06:07.384Z,INTC,BUY - MARKET,23,USD 22.10,USD 508.27,USD,1.1139
2024-09-20T08:06:36.908587Z,US298785JU14,BOND COUPON,,,USD 7.75,USD,1.1180
2024-09-24T09:05:53.378486Z,AMKR,DIVIDEND,,,USD 2.01,USD,1.1164
2024-10-04T10:28:22.005019Z,NVDA,DIVIDEND,,,USD 0.34,USD,1.1051
2024-10-30T11:04:24.945199Z,,CASH TOP-UP,,,USD 130,USD,1.0854
2024-10-30T14:25:45.414Z,ARM,BUY - MARKET,1,USD 153.47,USD 153.47,USD,1.0869
2024-11-04T10:23:08.630494Z,BMY,DIVIDEND,,,USD 2.04,USD,1.0916
2024-11-15T10:55:57.878400Z,AAPL,DIVIDEND,,,USD 0.12,USD,1.0595
2024-11-25T16:01:56.495Z,SPCE,BUY - MARKET,3.02538071,USD 7.88,USD 23.83,USD,1.0512
2024-12-05T18:26:38.133Z,SPCE,SELL - MARKET,12.02418071,USD 6.44,USD 77.43,USD,1.0581
2024-12-11T10:15:33.378712Z,IBM,DIVIDEND,,,USD 24.13,USD,1.0516
2024-12-13T13:18:11.338240Z,MSFT,DIVIDEND,,,USD 1.73,USD,1.0540
2024-12-16T14:30:01.623Z,GME,BUY - LIMIT,3,USD 27.70,USD 83.10,USD,1.0512
2024-12-17T12:46:07.049672Z,GOOGL,DIVIDEND,,,USD 0.34,USD,1.0515
2024-12-23T14:34:52.454Z,ZNTL,BUY - MARKET,6,USD 3.05,USD 18.29,USD,1.0419
2024-12-24T08:53:49.119235Z,AMKR,DIVIDEND,,,USD 12.44,USD,1.0414
2024-12-30T10:41:16.823820Z,NVDA,DIVIDEND,,,USD 0.34,USD,1.0459
2025-01-02T14:31:07.671Z,TSLA,SELL - STOP,1.5,USD 389.11,USD 583.64,USD,1.0340
2025-01-04T20:45:56.578494Z,,CASH WITHDRAWAL,,,USD -500,USD,1.0326
2025-01-10T14:31:24.304Z,AAPL,SELL - STOP,0.58850428,USD 240.02,USD 141.23,USD,1.0274
2025-01-10T14:54:22.485Z,AMD,SELL - STOP,6,USD 114.90,USD 689.39,USD,1.0269
2025-01-14T20:27:02.584Z,GME,BUY - MARKET,4,USD 27.88,USD 111.51,USD,1.0328
2025-01-18T19:48:51.131782Z,,CASH WITHDRAWAL,,,USD -817.77,USD,1.0290
2025-02-03T14:32:56.032Z,NVDA,SELL - STOP,15,USD 114.82,USD 1722.28,USD,1.0279
2025-02-03T14:37:47.743Z,NVDA,SELL - MARKET,20,USD 113.58,USD 2271.60,USD,1.0277
2025-02-04T08:06:59.604575Z,,CASH WITHDRAWAL,,,USD -800,USD,1.0332
2025-02-04T08:07:23.445797Z,,CASH TOP-UP,,,EUR 811.44,EUR,1.0000
2025-02-04T08:07:26.609Z,RHM,BUY - MARKET,1,EUR 773,EUR 773,EUR,1.0000
2025-02-04T10:44:07.233245Z,,CASH WITHDRAWAL,,,USD -3193.88,USD,1.0350
2025-02-04T13:05:16.871852Z,BMY,DIVIDEND,,,USD 2.11,USD,1.0353
2025-02-05T15:29:47.207360Z,,REWARD,,,USD 1.13,USD,1.0443
2025-02-07T15:30:02.759544Z,,CASH TOP-UP,,,USD 100,USD,1.0391
2025-02-07T15:30:03.186Z,NVDA,BUY - MARKET,0.77549437,USD 128.95,USD 100,USD,1.0391
2025-02-14T08:15:35.998050Z,,CASH TOP-UP,,,EUR 500,EUR,1.0000
2025-02-14T08:16:15.057Z,SDV1,BUY - MARKET,15,EUR 20.90,EUR 313.50,EUR,1.0000
2025-02-14T08:20:51.456758Z,,CASH TOP-UP,,,USD 400,USD,1.0499
2025-02-14T15:30:37.427Z,NVDA,BUY - MARKET,0.72469019,USD 137.99,USD 100,USD,1.0515
2025-02-17T07:00:18.570Z,HAG,BUY - MARKET,2.32666356,EUR 42.98,EUR 100,EUR,1.0000
2025-02-17T07:01:37.634Z,CSF,BUY - MARKET,0.58647058,EUR 170,EUR 100,EUR,1.0000
2025-02-18T14:30:51.242Z,DRS,BUY - MARKET,3.36813742,USD 29.69,USD 100,USD,1.0473
2025-02-21T18:12:03.395Z,GOOGL,SELL - STOP,1.5,USD 179.82,USD 269.71,USD,1.0484
2025-03-11T09:54:51.232464Z,IBM,DIVIDEND,,,USD 24.13,USD,1.0939
2025-03-12T13:58:42.461Z,MSFT,BUY - MARKET,0.55283786,USD 380.83,USD 210.54,USD,1.0901
2025-03-13T07:14:23.752212Z,,CASH TOP-UP,,,EUR 32,EUR,1.0000
2025-03-13T16:47:45.560519Z,,CASH WITHDRAWAL,,,USD -286.54,USD,1.0892
2025-03-13T16:48:17.854582Z,,CASH TOP-UP,,,EUR 262.98,EUR,1.0000
2025-03-13T16:48:35.994Z,ENR1,BUY - MARKET,2,EUR 57.84,EUR 115.68,EUR,1.0000
2025-03-13T16:48:51.990Z,SIE,BUY - MARKET,0.88456435,EUR 226.10,EUR 200,EUR,1.0000
2025-03-14T14:56:56.145613Z,MSFT,DIVIDEND,,,USD 1.73,USD,1.0900
2025-03-18T19:22:05.429752Z,GOOGL,DIVIDEND,,,USD 0.08,USD,1.0968
2025-03-21T15:58:14.406821Z,US298785JU14,BOND COUPON,,,USD 7.75,USD,1.0832
2025-03-28T10:58:32.796217Z,DRS,DIVIDEND,,,USD 0.26,USD,1.0793
2025-04-01T19:33:33.361Z,AMKR,SELL - MARKET,10,USD 17.95,USD 179.49,USD,1.0814
2025-04-02T13:05:24.564151Z,,CASH WITHDRAWAL,,,USD -189.31,USD,1.0839
2025-04-03T10:44:17.379629Z,AMKR,DIVIDEND,,,USD 2.11,USD,1.1091
2025-04-03T15:31:34.922062Z,NVDA,DIVIDEND,,,USD 0.05,USD,1.1095
2025-04-07T07:02:13.554Z,RHM,SELL - MARKET,1,EUR 972.80,EUR 972.80,EUR,1.0000
2025-04-07T07:03:46.178Z,SDV1,SELL - MARKET,15,EUR 29.64,EUR 444.53,EUR,1.0000
2025-04-09T06:23:40.660Z,E3B,BUY - MARKET,30,EUR 3.85,EUR 115.96,EUR,1.0000
2025-04-09T12:14:00.628568Z,NVO,DIVIDEND,,,USD 2,USD,1.1068
2025-04-14T10:53:29.060Z,SDV1,BUY - MARKET,15,EUR 38.61,EUR 579.15,EUR,1.0000
2025-04-14T10:54:05.083Z,RHM,BUY - MARKET,0.4,EUR 1414.50,EUR 565.80,EUR,1.0000
2025-04-25T08:02:28.638136Z,,CASH WITHDRAWAL,,,EUR -160.66,EUR,1.0000
2025-04-25T08:03:04.153694Z,,CASH TOP-UP,,,USD 181.70,USD,1.1383
2025-04-25T08:03:31.592383Z,,CASH TOP-UP,,,USD 160.66,USD,1.1384
2025-04-25T13:30:10.969Z,ZNTL,BUY - LIMIT,50,USD 1.50,USD 75,USD,1.1363
2025-04-29T13:30:02.493Z,ZNTL,BUY - LIMIT,50,USD 1.40,USD 70,USD,1.1431
2025-05-01T14:12:43.133203Z,JD,DIVIDEND,,,USD 4.90,USD,1.1321
2025-05-02T10:21:46.480524Z,BMY,DIVIDEND,,,USD 2.11,USD,1.1367
2025-05-09T06:11:26.950693Z,,CASH TOP-UP,,,USD 400,USD,1.1260
2025-05-09T17:14:38.878Z,PLTR,BUY - LIMIT,2,USD 115,USD 230,USD,1.1277
2025-05-16T13:30:53.808Z,SPCE,BUY - MARKET,39.89501312,USD 3.81,USD 152,USD,1.1215
2025-05-16T17:49:50.532354Z,RHM,DIVIDEND,,,EUR 2.38,EUR,1.0000
2025-05-16T19:01:40.365Z,SPCE,SELL - STOP,39,USD 5.66,USD 220.78,USD,1.1181
2025-05-22T15:05:57.931381Z,CSF,DIVIDEND,,,EUR 1.25,EUR,1.0000
2025-05-30T15:18:35.574648Z,HAG,RETURN OF CAPITAL,,,EUR 1.16,EUR,1.0000
2025-06-06T14:18:06.169831Z,DRS,DIVIDEND,,,USD 0.26,USD,1.1430
2025-06-11T14:01:31.538887Z,IBM,DIVIDEND,,,USD 24.28,USD,1.1500
2025-06-11T15:21:01.182Z,GME,BUY - MARKET,5,USD 28.80,USD 143.98,USD,1.1510
2025-06-12T08:27:37.614Z,GME,BUY - LIMIT,13,USD 24.90,USD 323.70,USD,1.1561
2025-06-13T12:20:23.959882Z,MSFT,DIVIDEND,,,USD 2.12,USD,1.1536
2025-06-17T15:05:03.400070Z,GOOGL,DIVIDEND,,,USD 0.08,USD,1.1551
2025-06-26T09:40:48.935996Z,AMKR,DIVIDEND,,,USD 1.40,USD,1.1749
2025-07-02T17:00:11.941904Z,IBM,DIVIDEND TAX (CORRECTION),,,USD -4.28,USD,1.1816
2025-07-02T17:00:12.028662Z,IBM,DIVIDEND TAX (CORRECTION),,,USD 4.28,USD,1.1816
2025-07-02T20:17:03.017632Z,MSFT,DIVIDEND TAX (CORRECTION),,,USD -0.37,USD,1.1825
2025-07-02T20:17:03.087519Z,MSFT,DIVIDEND TAX (CORRECTION),,,USD 0.37,USD,1.1825
2025-07-02T21:09:11.477140Z,GOOGL,DIVIDEND TAX (CORRECTION),,,USD -0.02,USD,1.1825
2025-07-02T21:09:11.543166Z,GOOGL,DIVIDEND TAX (CORRECTION),,,USD 0.02,USD,1.1825
2025-07-10T07:02:24.373880Z,NVDA,DIVIDEND,,,USD 0.05,USD,1.1762
2025-08-01T12:30:55.534896Z,BMY,DIVIDEND,,,USD 2.11,USD,1.1477
2025-08-08T11:05:33.332446Z,,CASH TOP-UP,,,USD 60,USD,1.1666
2025-08-11T11:10:41.246Z,RHM,SELL - MARKET,0.4,EUR 1562.50,EUR 625,EUR,1.0000
2025-08-11T11:10:55.834Z,SDV1,SELL - MARKET,15,EUR 44.47,EUR 666.98,EUR,1.0000
2025-08-11T11:11:19.682Z,HAG,SELL - MARKET,2.32666356,EUR 84.15,EUR 195.79,EUR,1.0000
2025-08-11T11:11:36.980Z,CSF,SELL - MARKET,0.58647058,EUR 226.90,EUR 133.07,EUR,1.0000
2025-08-11T13:31:38.436Z,DRS,SELL - MARKET,3.36813742,USD 41.87,USD 141.01,USD,1.1647
2025-08-14T08:25:38.506249Z,,CASH TOP-UP,,,USD 58.14,USD,1.1708
2025-08-20T08:07:02.217Z,FLY,BUY - LIMIT,1,USD 45,USD 45,USD,1.1672
2025-08-26T13:49:14.470641Z,NVO,DIVIDEND,,,USD 1,USD,1.1680
2025-09-03T18:07:09.802Z,FLY,BUY - MARKET,4,USD 43.48,USD 173.94,USD,1.1691
2025-09-05T15:27:05.975276Z,,CASH WITHDRAWAL,,,EUR -200,EUR,1.0000
2025-09-05T15:27:13.116840Z,,CASH TOP-UP,,,USD 200,USD,1.1768
2025-09-05T15:27:45.265763Z,,CASH TOP-UP,,,USD 34,USD,1.1770
2025-09-05T15:28:04.892Z,FLY,BUY - MARKET,5,USD 42.11,USD 210.57,USD,1.1770
2025-09-10T12:41:23.276544Z,IBM,DIVIDEND,,,USD 24.28,USD,1.1729
2025-09-11T13:51:00.455116Z,MSFT,DIVIDEND,,,USD 2.12,USD,1.1759
2025-09-15T15:13:32.433416Z,GOOGL,DIVIDEND,,,USD 0.08,USD,1.1786
2025-09-16T15:08:19.584476Z,US298785JU14,BOND COUPON,,,USD 7.75,USD,1.1866
2025-09-23T06:38:26.221521Z,,CASH TOP-UP,,,USD 99,USD,1.1820
2025-09-23T06:38:55.888245Z,,CASH WITHDRAWAL,,,EUR -425,EUR,1.0000
2025-09-23T06:39:06.205608Z,,CASH TOP-UP,,,USD 500,USD,1.1819
2025-09-23T11:41:11.572317Z,AMKR,DIVIDEND,,,USD 1.40,USD,1.1821
2025-09-23T14:01:14.966Z,SPCE,BUY - MARKET,30.10498688,USD 3.74,USD 112.55,USD,1.1827
2025-09-25T13:30:01.368Z,FLY,BUY - LIMIT,5,USD 39.90,USD 199.50,USD,1.1732
2025-10-01T14:36:29.304Z,GME,BUY - MARKET,1,USD 27.38,USD 27.38,USD,1.1781
2025-10-02T14:31:41.907Z,FLY,BUY - MARKET,5,USD 27.22,USD 136.10,USD,1.1742
2025-10-02T18:18:07.569932Z,NVDA,DIVIDEND,,,USD 0.05,USD,1.1743
2025-10-16T13:19:32.981053Z,GME.WS,POSITION CLOSURE,,,USD 11.50,USD,1.1684
2025-11-03T13:23:50.454509Z,BMY,DIVIDEND,,,USD 2.11,USD,1.1536
2025-11-18T12:06:28.446515Z,,CASH TOP-UP,,,EUR 1637.18,EUR,1.0000
2025-11-18T15:04:11.052Z,RKLB,SELL - MARKET,49,USD 41.44,USD 2030.69,USD,1.1630
2025-11-20T08:04:50.939Z,VWCE,BUY - MARKET,0.69744734,EUR 143.38,EUR 100,EUR,1.0000
2025-11-21T07:45:29.474496Z,,CASH WITHDRAWAL,,,USD -200,USD,1.1571
2025-11-21T07:49:12.419957Z,,CASH WITHDRAWAL,,,USD -200,USD,1.1573
2025-11-21T07:54:03.547483Z,,CASH WITHDRAWAL,,,USD -200,USD,1.1573
2025-12-01T07:29:31.018Z,E3B,SELL - MARKET,30,EUR 2.17,EUR 65.10,EUR,1.0000
2025-12-01T14:30:00.519Z,JD,SELL - MARKET,5,USD 29.95,USD 149.74,USD,1.1663
2025-12-01T14:30:00.744Z,ADBE,SELL - MARKET,0.35764723,USD 316.74,USD 113.27,USD,1.1663
2025-12-01T14:30:01.321Z,ARM,SELL - MARKET,1,USD 133.43,USD 133.42,USD,1.1664
2025-12-01T14:30:01.741Z,FLY,SELL - MARKET,20,USD 17.19,USD 343.79,USD,1.1664
2025-12-01T16:55:24.433Z,NVO,SELL - MARKET,2.44242042,USD 48.84,USD 119.28,USD,1.1648
2025-12-10T14:40:19.724554Z,IBM,DIVIDEND,,,USD 24.28,USD,1.1662
2025-12-11T17:15:27.066791Z,MSFT,DIVIDEND,,,USD 2.32,USD,1.1786
2025-12-12T07:30:57.982796Z,,CASH TOP-UP,,,USD 20.40,USD,1.1765
2025-12-12T15:55:12.052Z,GME,BUY - LIMIT,10,USD 21.50,USD 215,USD,1.1760
2025-12-15T16:28:13.912928Z,GOOGL,DIVIDEND,,,USD 0.08,USD,1.1786
2025-12-15T19:43:03.220Z,MU,BUY - LIMIT,1,USD 240,USD 240,USD,1.1770
2025-12-19T08:10:34.755Z,VWCE,BUY - MARKET,0.69735006,EUR 143.40,EUR 100,EUR,1.0000
2025-12-19T08:54:24.133113Z,,CASH TOP-UP,,,EUR 100,EUR,1.0000
2025-12-23T14:18:21.307453Z,AMKR,DIVIDEND,,,USD 1.42,USD,1.1799
2025-12-26T19:51:19.670079Z,NVDA,DIVIDEND,,,USD 0.05,USD,1.1805
2025-12-31T20:54:19.151Z,GME,BUY - LIMIT,10,USD 20,USD 200,USD,1.1774
2025-12-31T20:59:36.699Z,VNDA,BUY - MARKET,20,USD 8.82,USD 176.50,USD,1.1774
2026-01-05T17:13:14.137Z,VNDA,BUY - LIMIT,20,USD 8,USD 160,USD,1.1743
2026-01-08T14:53:02.232Z,VNDA,SELL - MARKET,40,USD 7.67,USD 306.92,USD,1.1687
2026-01-12T08:04:42.145Z,VOW3,BUY - MARKET,0.96711798,EUR 103.40,EUR 100,EUR,1.0000
2026-01-12T08:05:05.779Z,ABJ,BUY - MARKET,3.08737264,EUR 64.78,EUR 200,EUR,1.0000
2026-01-12T15:31:11.808Z,ISRG,BUY - MARKET,0.35125926,USD 569.38,USD 200,USD,1.1703
2026-01-14T12:20:23.525884Z,MU,DIVIDEND,,,USD 0.09,USD,1.1672
2026-01-19T08:34:36.734Z,VWCE,BUY - MARKET,0.67294751,EUR 148.60,EUR 100,EUR,1.0000
2026-01-28T20:51:53.268880Z,,CASH TOP-UP,,,EUR 100,EUR,1.0000
2026-01-29T18:47:45.206Z,GOOGL,BUY - MARKET,0.5,USD 336.16,USD 168.08,USD,1.1989
2026-01-30T05:35:47.150491Z,,CASH TOP-UP,,,USD 28.20,USD,1.1952
2026-02-02T12:50:58.150214Z,BMY,DIVIDEND,,,USD 2.14,USD,1.1873
